date,case,text,source,clean_text,frame_security,frame_humanitarian,frame_economic,frame_responsibility,frame_diplomacy
2023-05-13,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2022-09-05,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-12-27,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2024-11-02,Ukraine,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2024-09-30,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-01-12,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-12-27,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2024-08-10,Ukraine,Migration reporting discusses diplomacy and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and border in the context of conflict.,1,0,0,0,1
2023-10-23,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-07-26,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2024-02-16,Rohingya,Migration reporting discusses refugee and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and responsibility in the context of conflict.,0,1,0,1,0
2023-10-28,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-03-11,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2023-07-27,Rohingya,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2024-11-24,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-05-10,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2024-09-02,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2022-07-10,Rohingya,Migration reporting discusses humanitarian and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and responsibility in the context of conflict.,0,1,0,1,0
2023-05-14,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-08-27,Rohingya,Migration reporting discusses responsibility and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and border in the context of conflict.,1,0,0,1,0
2023-12-22,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2023-05-30,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-01-30,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2023-01-28,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-07-21,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2023-08-30,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-01-03,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2023-07-16,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-08-22,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-07-30,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-08-06,Rohingya,Migration reporting discusses responsibility and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and security in the context of conflict.,1,0,0,1,0
2023-11-29,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-06-02,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2024-03-31,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2022-11-07,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-09-15,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-08-31,Rohingya,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2024-12-06,Rohingya,Migration reporting discusses responsibility and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and security in the context of conflict.,1,0,0,1,0
2023-09-01,Rohingya,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2022-07-23,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-06-26,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-05-07,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-06-03,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-04-16,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2023-08-20,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-08-14,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2023-04-24,Rohingya,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2024-05-20,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-04-06,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2022-10-19,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-12-06,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-06-18,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-09-15,Rohingya,Migration reporting discusses border and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and responsibility in the context of conflict.,1,0,0,1,0
2024-06-15,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-03-23,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2022-02-22,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-02-12,Rohingya,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2022-12-25,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2023-07-24,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-06-11,Rohingya,Migration reporting discusses refugee and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and responsibility in the context of conflict.,0,1,0,1,0
2023-12-14,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2022-08-03,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-04-23,Rohingya,Migration reporting discusses border and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and responsibility in the context of conflict.,1,0,0,1,0
2022-03-17,Rohingya,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2023-06-01,Rohingya,Migration reporting discusses refugee and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and responsibility in the context of conflict.,0,1,0,1,0
2024-11-19,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-08-04,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2024-11-27,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2024-06-24,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-07-01,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-06-16,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-05-06,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2022-01-29,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2022-08-21,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2024-10-17,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-04-30,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2024-07-24,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-01-26,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-07-20,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2022-01-06,Rohingya,Migration reporting discusses border and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and responsibility in the context of conflict.,1,0,0,1,0
2022-11-01,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2023-12-08,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2024-07-21,Rohingya,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2024-02-24,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-03-31,Rohingya,Migration reporting discusses responsibility and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and security in the context of conflict.,1,0,0,1,0
2024-03-01,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-03-17,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-11-11,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-07-24,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2024-04-19,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-08-19,Rohingya,Migration reporting discusses border and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and responsibility in the context of conflict.,1,0,0,1,0
2022-06-14,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2023-10-11,Rohingya,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2022-05-21,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-04-11,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-07-21,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-12-07,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-10-27,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-01-05,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2023-05-16,Rohingya,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-12-15,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-02-23,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-10-21,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-06-05,Rohingya,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2024-08-10,Rohingya,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-06-01,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2024-05-18,Rohingya,Migration reporting discusses responsibility and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and border in the context of conflict.,1,0,0,1,0
2023-02-12,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2023-05-01,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2023-08-29,Rohingya,Migration reporting discusses refugee and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and responsibility in the context of conflict.,0,1,0,1,0
2023-07-17,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-04-11,Rohingya,Migration reporting discusses border and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and humanitarian in the context of conflict.,1,1,0,0,0
2023-12-23,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-05-29,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-03-22,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2024-01-18,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-08-28,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2023-02-16,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-01-20,Rohingya,Migration reporting discusses humanitarian and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and border in the context of conflict.,1,1,0,0,0
2024-09-13,Rohingya,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2024-08-17,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-04-08,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2022-07-04,Rohingya,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2022-09-11,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2024-02-20,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2024-08-23,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-11-03,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-08-08,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2022-10-14,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-09-16,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-04-26,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2024-07-18,Rohingya,Migration reporting discusses security and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and responsibility in the context of conflict.,1,0,0,1,0
2022-11-13,Rohingya,Migration reporting discusses refugee and responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and responsibility in the context of conflict.,0,1,0,1,0
2024-04-15,Rohingya,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2023-03-21,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2024-01-13,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-01-05,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-07-20,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-07-20,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-02-13,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-05-14,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-02-25,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-03-01,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-11-04,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-01-06,Rohingya,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2023-05-29,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-02-22,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-01-04,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-10-26,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-06-28,Rohingya,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-05-12,Rohingya,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-09-02,Rohingya,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2024-07-14,Rohingya,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-03-30,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2022-05-05,Rohingya,Migration reporting discusses responsibility and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and security in the context of conflict.,1,0,0,1,0
2022-08-10,Rohingya,Migration reporting discusses responsibility and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and refugee in the context of conflict.,0,1,0,1,0
2022-06-15,Rohingya,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-05-15,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-10-28,Rohingya,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-07-18,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-03-17,Rohingya,Migration reporting discusses responsibility and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and humanitarian in the context of conflict.,0,1,0,1,0
2024-04-27,Rohingya,Migration reporting discusses responsibility and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility and security in the context of conflict.,1,0,0,1,0
2024-05-01,Rohingya,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-05-24,Rohingya,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2022-11-09,Rohingya,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2022-06-24,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2022-07-17,Rohingya,Migration reporting discusses humanitarian and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and refugee in the context of conflict.,0,2,0,0,0
2023-11-07,Rohingya,Migration reporting discusses responsibility in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses responsibility in the context of conflict.,0,0,0,1,0
2023-12-26,Rohingya,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2023-10-02,Rohingya,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
